,R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND,win_by,Format,Referee,date,location,Fight_type,Winner,Red_Fighter_Height,Red_Fighter_Weight,Red_Fighter_Reach,Red_Fighter_Stance,Blue_Fighter_Height,Blue_Fighter_Weight,Blue_Fighter_Reach,Blue_Fighter_Stance,Red_Fighter_Age,Blue_Fighter_Age,Blue_wins,Red_wins,Blue_losses,Red_losses,win_by_,Win_Model,R_fighter_,B_fighter_,Referee_,location_,Fight_type_,Format_,Winner_Code
57,Aiemann Zahabi,Vince Morales,0,0,0.34,0.3,0.35,0.3,0.2,0.0,0,0,0,0,0,0,0.23,0.21,0.64,0.62,0.83,0.73,1.0,0.5,0.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Kevin MacDonald,2019-05-04,"Ottawa, Ontario, Canada",Bantamweight Bout,Vince Morales,172.72,61.23,172.72,2,170.18,61.23,177.8,2,31,28,0,1,1,1,3,1,10,1682,98,107,0,13,1213
58,Nordine Taleb,Kyle Prepolec,0,0,0.44,0.33,0.45,0.34,0.0,0.0,0,0,0,0,0,0,0.26,0.24,0.69,0.73,0.84,0.3,0.0,0.5,0.5,0.0,Decision - Unanimous,3 Rnd (5-5-5),Jerin Valel,2019-05-04,"Ottawa, Ontario, Canada",Welterweight Bout,Nordine Taleb,185.42,77.11,187.96,2,177.8,77.11,177.8,4,37,29,0,6,0,4,3,0,952,997,73,107,106,13,918
59,Kyle Nelson,Matt Sayles,0,0,0.27,0.51,0.31,0.59,0.2,0.0,4,1,1,3,0,1,0.22,0.4,0.73,0.83,0.0,0.94,0.29,0.6,0.0,0.65,Submission,3 Rnd (5-5-5),Todd Ronald Anderson,2019-05-04,"Ottawa, Ontario, Canada",Featherweight Bout,Matt Sayles,180.34,70.31,180.34,3,170.18,65.77,172.72,2,28,25,0,0,1,1,4,1,739,1139,175,107,2,13,814
60,Arjan Bhullar,Juan Adams,0,0,0.66,0.43,0.73,0.5,1.0,0.0,0,0,2,0,0,0,0.6,0.35,1.0,0.91,1.0,1.0,0.9,0.83,1.0,1.0,Decision - Unanimous,3 Rnd (5-5-5),Yves Lavigne,2019-05-04,"Ottawa, Ontario, Canada",Heavyweight Bout,Arjan Bhullar,185.42,111.13,190.5,2,195.58,120.2,203.2,2,32,27,1,2,0,1,3,0,95,896,189,107,4,13,90
61,Mitch Gagnon,Cole Smith,1,0,0.27,0.43,0.37,0.5,0.0,0.5,2,2,1,2,1,0,0.26,0.32,0.25,0.35,0.5,0.76,0.36,0.67,0.67,1.0,Decision - Unanimous,3 Rnd (5-5-5),Kevin MacDonald,2019-05-04,"Ottawa, Ontario, Canada",Bantamweight Bout,Cole Smith,165.1,61.23,165.1,4,180.34,61.23,170.18,2,34,30,0,4,0,3,3,1,910,325,98,107,0,13,224
62,Jacare Souza,Jack Hermansson,0,0,0.51,0.39,0.59,0.52,0.0,0.3,0,1,0,1,0,0,0.46,0.31,0.73,0.89,1.0,0.87,0.75,0.83,1.0,1.0,Decision - Unanimous,5 Rnd (5-5-5-5-5),Dan Miragliotta,2019-04-27,"Sunrise, Florida, USA",Middleweight Bout,Jack Hermansson,185.42,83.91,182.88,2,185.42,83.91,195.58,2,39,30,6,9,2,3,3,1,499,678,31,141,7,15,485
63,Greg Hardy,Dmitrii Smoliakov,0,0,0.46,0.33,0.52,0.33,0.0,0.0,0,0,0,0,0,0,0.43,0.33,1.0,0.0,0.0,0.0,1.0,0.0,0.53,0.0,KO/TKO,3 Rnd (5-5-5),Keith Peterson,2019-04-27,"Sunrise, Florida, USA",Heavyweight Bout,Greg Hardy,195.58,120.2,203.2,2,187.96,114.76,187.96,3,30,36,0,0,2,1,1,0,452,454,95,141,4,13,436
64,Alex Oliveira,Mike Perry,0,0,0.35,0.59,0.36,0.62,0.0,0.0,0,0,0,1,0,0,0.27,0.53,0.44,0.75,1.0,0.92,0.55,0.95,0.0,0.79,Decision - Unanimous,3 Rnd (5-5-5),Larry Downs,2019-04-27,"Sunrise, Florida, USA",Welterweight Bout,Mike Perry,180.34,77.11,193.04,2,177.8,77.11,180.34,2,31,27,5,9,4,5,3,1,36,1188,107,141,106,13,858
65,Glover Teixeira,Ion Cutelaba,0,0,0.52,0.54,0.56,0.55,0.0,0.0,1,0,3,1,0,0,0.47,0.5,1.0,0.76,0.0,1.0,0.82,0.8,0.62,0.69,Submission,3 Rnd (5-5-5),Alan Abeles,2019-04-27,"Sunrise, Florida, USA",Light Heavyweight Bout,Glover Teixeira,187.96,92.99,193.04,2,185.42,92.99,190.5,4,39,25,3,11,2,5,4,0,446,663,5,141,5,13,430
66,John Lineker,Cory Sandhagen,0,0,0.41,0.43,0.41,0.45,0.5,0.5,1,0,0,0,0,0,0.32,0.33,0.61,0.7,0.67,0.94,0.17,0.5,0.0,0.0,Decision - Split,3 Rnd (5-5-5),Dan Miragliotta,2019-04-27,"Sunrise, Florida, USA",Bantamweight Bout,Cory Sandhagen,160.02,61.23,170.18,2,180.34,61.23,177.8,3,28,27,3,12,0,3,5,1,604,333,31,141,0,13,230
67,Roosevelt Roberts,Thomas Gifford,0,0,0.62,0.42,0.72,0.66,0.5,1.0,0,0,6,1,0,0,0.56,0.3,1.0,0.71,1.0,0.9,1.0,0.8,0.83,1.0,Decision - Unanimous,3 Rnd (5-5-5),Keith Peterson,2019-04-27,"Sunrise, Florida, USA",Lightweight Bout,Roosevelt Roberts,187.96,70.31,185.42,2,185.42,70.31,190.5,2,25,26,0,1,0,0,3,0,1078,1608,95,141,6,13,1039
68,Ben Saunders,Takashi Sato,0,1,0.51,0.4,0.52,0.45,0.0,0.0,0,0,0,0,0,0,0.2,0.39,0.79,0.67,0.94,0.5,0.85,0.33,0.0,0.68,KO/TKO,3 Rnd (5-5-5),Larry Downs,2019-04-27,"Sunrise, Florida, USA",Welterweight Bout,Takashi Sato,187.96,77.11,195.58,2,177.8,77.11,185.42,4,36,28,0,9,0,8,1,1,115,1580,107,141,106,13,1141
69,Andrei Arlovski,Augusto Sakai,0,0,0.42,0.31,0.45,0.36,0.0,0.0,0,0,0,0,0,0,0.25,0.24,0.94,0.67,0.83,0.67,0.91,0.63,0.0,0.0,Decision - Split,3 Rnd (5-5-5),Dan Miragliotta,2019-04-27,"Sunrise, Florida, USA",Heavyweight Bout,Augusto Sakai,190.5,108.86,195.58,2,190.5,120.2,195.58,2,40,27,1,16,0,12,5,1,68,145,31,141,4,13,98
71,Gilbert Burns,Mike Davis,0,0,0.56,0.29,0.66,0.35,0.5,0.0,1,0,4,0,0,0,0.51,0.17,0.67,0.46,0.9,1.0,0.8,1.0,0.85,0.0,Submission,3 Rnd (5-5-5),Keith Peterson,2019-04-27,"Sunrise, Florida, USA",Lightweight Bout,Gilbert Burns,177.8,70.31,180.34,2,182.88,70.31,182.88,2,32,26,0,7,0,3,4,0,440,1179,95,141,6,13,424
72,Jim Miller,Jason Gonzalez,0,0,0.54,0.4,0.57,0.4,1.0,0.0,1,0,1,0,0,0,0.44,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Submission,3 Rnd (5-5-5),Larry Downs,2019-04-27,"Sunrise, Florida, USA",Lightweight Bout,Jim Miller,172.72,70.31,180.34,4,187.96,70.31,187.96,4,35,29,1,18,2,13,4,0,571,724,107,141,6,13,550
73,Angela Hill,Jodie Esquibel,0,0,0.49,0.19,0.5,0.2,0.0,0.0,0,0,0,0,0,0,0.43,0.16,0.81,0.36,1.0,0.5,0.81,0.58,1.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Alan Abeles,2019-04-27,"Sunrise, Florida, USA",Women's Strawweight Bout,Angela Hill,160.02,52.16,162.56,2,154.94,52.16,162.56,2,34,32,0,3,2,6,3,0,73,792,5,141,110,13,73
74,Court McGee,Dhiego Lima,1,0,0.28,0.4,0.3,0.42,0.0,0.0,0,0,0,0,0,0,0.17,0.35,0.44,0.73,0.79,1.0,1.0,0.75,1.0,0.0,Decision - Split,3 Rnd (5-5-5),Dan Miragliotta,2019-04-27,"Sunrise, Florida, USA",Welterweight Bout,Dhiego Lima,180.34,77.11,190.5,2,187.96,77.11,187.96,2,34,30,2,8,5,6,5,1,248,444,31,141,106,13,308
75,Alistair Overeem,Aleksei Oleinik,1,0,0.87,0.65,0.89,0.77,0.0,0.0,0,0,0,0,0,0,0.85,0.44,1.0,0.96,0.0,0.0,0.92,0.81,1.0,0.0,KO/TKO,5 Rnd (5-5-5-5-5),Marc Goddard,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Heavyweight Bout,Alistair Overeem,193.04,120.2,203.2,2,187.96,108.86,203.2,2,38,41,6,9,2,6,1,0,51,33,115,122,4,15,49
76,Islam Makhachev,Arman Tsarukyan,0,0,0.7,0.3,0.89,0.67,0.44,0.08,0,0,2,0,0,0,0.58,0.2,1.0,0.47,0.5,0.33,1.0,0.78,1.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Lightweight Bout,Islam Makhachev,177.8,70.31,177.8,2,170.18,70.31,182.88,2,27,22,0,5,0,1,3,0,491,134,63,122,6,13,475
77,Sergei Pavlovich,Marcelo Golm,1,0,0.65,0.33,0.65,0.33,0.0,0.0,0,0,0,0,0,0,0.65,0.31,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,KO/TKO,3 Rnd (5-5-5),Leon Roberts,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Heavyweight Bout,Sergei Pavlovich,190.5,116.57,213.36,4,190.5,112.94,190.5,2,26,26,1,0,2,1,1,0,1136,1074,109,122,4,13,1092
79,Krzysztof Jotko,Alen Amedovski,0,0,0.62,0.35,0.74,0.35,1.0,0.0,0,0,5,0,0,1,0.66,0.35,0.4,0.0,0.67,0.0,0.0,0.0,0.8,0.6,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Middleweight Bout,Krzysztof Jotko,185.42,83.91,195.58,4,177.8,83.91,187.96,2,29,31,0,6,0,4,3,0,730,34,63,122,7,13,694
80,Movsar Evloev,Seungwoo Choi,0,0,0.64,0.44,0.78,0.69,0.31,0.0,0,0,1,0,0,0,0.61,0.39,0.88,1.0,1.0,0.5,0.94,0.83,0.88,1.0,Decision - Unanimous,3 Rnd (5-5-5),Vjacheslav Kiselev,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Featherweight Bout,Movsar Evloev,170.18,65.77,182.88,2,182.88,65.77,187.96,2,25,26,0,0,0,0,3,0,915,1513,185,122,2,13,881
81,Sultan Aliev,Keita Nakamura,0,0,0.39,0.35,0.46,0.52,0.28,0.0,0,0,0,0,0,0,0.39,0.29,0.5,0.64,0.5,0.57,0.44,0.8,1.0,1.0,Decision - Unanimous,3 Rnd (5-5-5),Leon Roberts,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Welterweight Bout,Sultan Aliev,180.34,77.11,187.96,2,180.34,77.11,185.42,4,34,34,4,1,6,2,3,0,1176,947,109,122,106,13,1133
82,Alexander Yakovlev,Alex Da Silva,0,0,0.73,0.42,0.78,0.43,0.5,0.33,1,0,0,2,0,0,0.64,0.21,1.0,1.0,1.0,1.0,1.0,1.0,0.88,0.6,Submission,3 Rnd (5-5-5),Marc Goddard,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Lightweight Bout,Alexander Yakovlev,190.5,70.31,187.96,4,172.72,70.31,185.42,2,34,23,0,2,0,4,4,0,45,41,115,122,6,13,44
83,Marcin Tybura,Shamil Abdurakhimov,0,1,0.4,0.41,0.4,0.41,0.0,0.0,0,0,0,0,0,0,0.29,0.33,0.86,0.77,1.0,1.0,0.4,0.77,0.0,0.0,KO/TKO,3 Rnd (5-5-5),Herb Dean,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Heavyweight Bout,Shamil Abdurakhimov,190.5,112.94,198.12,2,190.5,106.59,193.04,2,33,37,4,4,2,3,1,1,806,1515,63,122,4,13,1098
84,Gadzhimurad Antigulov,Michal Oleksiejczuk,0,3,0.46,0.8,0.46,0.8,0.0,0.0,0,0,0,0,0,0,0.42,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,KO/TKO,3 Rnd (5-5-5),Leon Roberts,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Light Heavyweight Bout,Michal Oleksiejczuk,180.34,92.99,177.8,2,182.88,92.99,187.96,4,32,24,1,2,1,1,1,1,420,1166,109,122,5,13,839
85,Magomed Mustafaev,Rafael Fiziev,1,0,0.83,1.0,0.85,1.0,0.0,0.0,0,0,0,0,0,0,0.78,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Vjacheslav Kiselev,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Lightweight Bout,Magomed Mustafaev,172.72,70.31,180.34,2,172.72,70.31,180.34,3,30,26,0,2,0,1,1,0,794,1333,185,122,6,13,756
86,Max Holloway,Dustin Poirier,0,0,0.4,0.46,0.44,0.47,0.0,0.12,1,0,0,0,0,0,0.36,0.44,0.78,0.75,0.5,0.88,0.67,0.81,0.0,0.0,Decision - Unanimous,5 Rnd (5-5-5-5-5),Blake Grice,2019-04-13,"Atlanta, Georgia, USA",UFC Interim Lightweight Title Bout,Dustin Poirier,180.34,70.31,175.26,2,175.26,70.31,182.88,4,27,30,16,16,5,3,3,1,862,485,13,5,37,15,336
87,Kelvin Gastelum,Israel Adesanya,0,4,0.41,0.45,0.41,0.48,0.11,0.0,0,2,0,0,1,0,0.36,0.38,0.75,0.7,0.85,0.82,0.0,1.0,0.0,0.73,Decision - Unanimous,5 Rnd (5-5-5-5-5),Marc Goddard,2019-04-13,"Atlanta, Georgia, USA",UFC Interim Middleweight Title Bout,Israel Adesanya,175.26,83.91,180.34,4,193.04,83.91,203.2,3,27,29,5,10,0,4,3,1,706,668,115,5,38,15,477
88,Eryk Anders,Khalil Rountree Jr.,0,4,0.23,0.5,0.26,0.51,0.0,0.0,0,0,0,0,0,0,0.19,0.29,0.57,0.65,0.0,0.84,0.0,0.0,0.0,0.33,Decision - Unanimous,3 Rnd (5-5-5),Jason Herzog,2019-04-13,"Atlanta, Georgia, USA",Light Heavyweight Bout,Khalil Rountree Jr.,185.42,83.91,190.5,4,185.42,92.99,193.04,4,31,29,3,3,4,3,3,1,389,975,69,5,5,13,690
89,Alan Jouban,Dwight Grant,0,0,0.24,0.31,0.25,0.32,0.5,0.0,0,0,1,0,0,0,0.12,0.15,0.5,0.5,0.71,0.81,0.25,1.0,0.57,0.0,Decision - Split,3 Rnd (5-5-5),George Allen,2019-04-13,"Atlanta, Georgia, USA",Welterweight Bout,Dwight Grant,182.88,77.11,185.42,4,185.42,77.11,193.04,3,37,34,1,7,1,4,5,1,17,487,58,5,106,13,338
90,Ovince Saint Preux,Nikita Krylov,0,0,0.5,0.61,0.67,0.76,0.37,0.5,0,2,2,2,1,0,0.5,0.56,0.5,0.64,0.0,0.83,1.0,0.75,0.5,1.0,Submission,3 Rnd (5-5-5),Blake Grice,2019-04-13,"Atlanta, Georgia, USA",Light Heavyweight Bout,Nikita Krylov,190.5,92.99,203.2,4,190.5,92.99,195.58,2,36,27,6,11,4,7,4,1,963,1258,13,5,5,13,912
91,Jalin Turner,Matt Frevola,0,0,0.3,0.4,0.34,0.52,0.0,0.3,1,2,0,7,1,2,0.27,0.36,0.53,0.28,0.0,0.89,0.2,0.0,0.75,0.88,Decision - Unanimous,3 Rnd (5-5-5),Marc Goddard,2019-04-13,"Atlanta, Georgia, USA",Lightweight Bout,Matt Frevola,190.5,70.31,195.58,4,175.26,70.31,180.34,2,23,28,0,1,2,1,3,1,512,1130,115,5,6,13,807
92,Wilson Reis,Alexandre Pantoja,0,1,0.16,0.69,0.29,0.72,0.25,0.0,0,0,0,0,0,0,0.0,0.68,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.76,KO/TKO,3 Rnd (5-5-5),Jason Herzog,2019-04-13,"Atlanta, Georgia, USA",Flyweight Bout,Alexandre Pantoja,162.56,56.7,165.1,4,165.1,56.7,170.18,2,34,28,4,7,1,5,1,1,1285,64,69,5,3,13,46
93,Max Griffin,Zelim Imadaev,0,0,0.51,0.42,0.6,0.47,0.54,0.0,3,0,2,0,0,0,0.35,0.38,0.84,0.55,1.0,0.75,0.61,0.71,0.67,0.0,Decision - Majority,3 Rnd (5-5-5),George Allen,2019-04-13,"Atlanta, Georgia, USA",Welterweight Bout,Max Griffin,180.34,77.11,193.04,2,182.88,77.11,193.04,2,33,24,0,2,0,4,7,0,861,1746,58,5,106,13,824
94,Boston Salmon,Khalid Taha,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KO/TKO,3 Rnd (5-5-5),Blake Grice,2019-04-13,"Atlanta, Georgia, USA",Bantamweight Bout,Khalid Taha,175.26,61.23,175.26,4,165.1,61.23,175.26,2,28,27,0,0,1,0,1,1,132,974,13,5,0,13,689
95,Curtis Millender,Belal Muhammad,0,0,0.5,0.43,0.51,0.58,0.0,0.33,0,0,1,6,0,0,0.31,0.41,0.58,0.57,0.96,1.0,1.0,0.0,0.0,0.5,Decision - Unanimous,3 Rnd (5-5-5),Marc Goddard,2019-04-13,"Atlanta, Georgia, USA",Welterweight Bout,Belal Muhammad,187.96,77.11,193.04,2,180.34,77.11,182.88,2,31,30,5,3,3,1,3,1,254,154,115,5,106,13,106
96,Montel Jackson,Andre Soukhamthath,0,0,0.59,0.48,0.73,0.56,0.75,1.0,0,0,3,0,1,0,0.49,0.18,0.89,0.7,0.9,0.89,0.79,1.0,1.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Jason Herzog,2019-04-13,"Atlanta, Georgia, USA",Bantamweight Bout,Montel Jackson,177.8,61.23,190.5,4,175.26,61.23,177.8,2,26,30,2,1,3,1,3,0,914,90,69,5,0,13,880
97,Lauren Mueller,Poliana Botelho,0,0,0.4,0.55,0.58,0.75,0.0,1.0,0,0,1,2,0,0,0.32,0.42,0.5,0.64,0.91,0.82,0.8,1.0,0.5,1.0,Decision - Unanimous,3 Rnd (5-5-5),George Allen,2019-04-13,"Atlanta, Georgia, USA",Women's Flyweight Bout,Poliana Botelho,165.1,56.7,170.18,2,172.72,52.16,170.18,2,27,30,2,1,1,1,3,1,748,1325,58,5,109,13,966
98,Brandon Davis,Randy Costa,0,0,0.39,0.45,0.43,0.47,0.0,0.0,1,0,0,0,0,0,0.3,0.42,0.55,0.73,0.9,1.0,0.83,0.67,0.0,0.0,Submission,3 Rnd (5-5-5),Jason Herzog,2019-04-13,"Atlanta, Georgia, USA",Bantamweight Bout,Brandon Davis,177.8,61.23,182.88,2,175.26,61.23,185.42,3,28,24,0,1,0,3,4,0,140,1342,69,5,0,13,130
99,Edson Barboza,Justin Gaethje,0,1,0.4,0.57,0.41,0.59,0.0,0.0,0,0,0,0,0,0,0.29,0.46,0.6,1.0,0.67,1.0,1.0,0.62,0.0,0.0,KO/TKO,5 Rnd (5-5-5-5-5),Keith Peterson,2019-03-30,"Philadelphia, Pennsylvania, USA",Lightweight Bout,Justin Gaethje,180.34,70.31,190.5,2,180.34,70.31,177.8,2,33,30,2,14,2,6,1,1,366,916,95,109,6,15,641
100,David Branch,Jack Hermansson,0,0,0.16,0.3,0.17,0.3,0.0,0.5,0,1,0,1,0,0,0.17,0.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Submission,3 Rnd (5-5-5),Dan Miragliotta,2019-03-30,"Philadelphia, Pennsylvania, USA",Middleweight Bout,Jack Hermansson,185.42,83.91,198.12,2,185.42,83.91,195.58,2,37,30,5,4,2,4,4,1,306,678,31,109,7,13,485
101,Josh Emmett,Michael Johnson,1,0,0.25,0.18,0.25,0.19,0.0,0.0,0,0,0,0,0,0,0.11,0.12,0.5,0.64,1.0,0.5,0.0,0.0,0.0,0.0,KO/TKO,3 Rnd (5-5-5),Keith Peterson,2019-03-30,"Philadelphia, Pennsylvania, USA",Featherweight Bout,Josh Emmett,167.64,65.77,177.8,2,177.8,65.77,185.42,4,34,32,11,4,9,2,1,0,644,1161,95,109,2,13,618
102,Karolina Kowalkiewicz,Michelle Waterson,0,0,0.48,0.42,0.55,0.49,0.0,0.5,0,1,0,1,0,0,0.26,0.27,0.74,0.65,0.7,0.73,1.0,0.81,1.0,0.86,Decision - Unanimous,3 Rnd (5-5-5),Dan Miragliotta,2019-03-30,"Philadelphia, Pennsylvania, USA",Women's Strawweight Bout,Michelle Waterson,160.02,52.16,162.56,2,160.02,52.16,157.48,2,33,33,4,5,2,3,3,1,693,1171,31,109,110,13,842
104,Sodiq Yusuff,Sheymon Moraes,1,0,0.49,0.45,0.56,0.48,0.0,0.0,0,0,1,0,0,0,0.36,0.3,0.71,0.65,0.64,0.88,0.71,0.75,0.75,0.0,Decision - Unanimous,3 Rnd (5-5-5),Dan Miragliotta,2019-03-30,"Philadelphia, Pennsylvania, USA",Featherweight Bout,Sodiq Yusuff,175.26,65.77,180.34,2,172.72,65.77,182.88,2,25,28,2,1,1,0,3,0,1158,1532,31,109,2,13,1117
105,Marina Rodriguez,Jessica Aguilar,1,0,0.58,0.43,0.61,0.5,0.0,0.0,0,1,0,1,1,0,0.47,0.3,0.72,0.71,0.85,0.0,0.83,0.71,1.0,1.0,Decision - Unanimous,3 Rnd (5-5-5),Keith Peterson,2019-03-30,"Philadelphia, Pennsylvania, USA",Women's Strawweight Bout,Marina Rodriguez,167.64,52.16,165.1,2,160.02,52.16,160.02,2,31,36,1,0,3,1,3,0,817,764,95,109,110,13,778
106,Ross Pearson,Desmond Green,0,1,0.5,0.78,0.5,0.78,0.0,0.5,0,0,0,0,0,0,0.17,0.74,0.36,1.0,1.0,0.67,0.0,1.0,0.0,0.93,KO/TKO,3 Rnd (5-5-5),James Chappell,2019-03-30,"Philadelphia, Pennsylvania, USA",Lightweight Bout,Desmond Green,172.72,70.31,175.26,2,177.8,70.31,185.42,4,34,29,2,12,3,13,1,1,1084,442,67,109,6,13,304
108,Kevin Holland,Gerald Meerschaert,0,0,0.62,0.76,0.78,0.79,0.5,0.54,2,4,4,9,2,2,0.54,0.67,1.0,0.75,1.0,1.0,0.0,0.57,0.74,1.0,Decision - Split,3 Rnd (5-5-5),Dan Miragliotta,2019-03-30,"Philadelphia, Pennsylvania, USA",Middleweight Bout,Kevin Holland,190.5,83.91,205.74,2,185.42,83.91,195.58,4,26,31,4,1,2,1,5,0,717,588,31,109,7,13,681
109,Ray Borg,Casey Kenney,0,0,0.48,0.61,0.55,0.68,0.7,0.66,0,0,3,4,1,3,0.35,0.33,0.73,0.95,1.0,0.8,0.68,0.76,1.0,1.0,Decision - Unanimous,3 Rnd (5-5-5),James Chappell,2019-03-30,"Philadelphia, Pennsylvania, USA",Bantamweight Bout,Casey Kenney,162.56,61.23,160.02,2,170.18,61.23,172.72,4,25,28,0,5,0,3,3,1,1026,246,67,109,0,13,166
110,Sabina Mazo,Maryna Moroz,0,0,0.44,0.29,0.46,0.36,0.0,0.11,0,0,0,0,0,0,0.24,0.18,0.76,0.64,0.75,0.92,0.4,0.44,1.0,0.71,Decision - Unanimous,3 Rnd (5-5-5),Keith Peterson,2019-03-30,"Philadelphia, Pennsylvania, USA",Women's Flyweight Bout,Maryna Moroz,170.18,56.7,177.8,2,170.18,56.7,170.18,2,22,27,3,0,2,0,3,1,1105,1120,95,109,109,13,800
111,Alex Perez,Mark De La Rosa,0,0,0.54,0.3,0.68,0.53,0.5,0.0,0,0,1,0,0,0,0.5,0.26,0.4,1.0,0.68,0.56,0.5,1.0,0.75,0.75,Decision - Unanimous,3 Rnd (5-5-5),Bill Bookwalter,2019-03-30,"Philadelphia, Pennsylvania, USA",Bantamweight Bout,Alex Perez,167.64,61.23,165.1,2,167.64,61.23,165.1,2,27,24,2,3,1,1,3,0,37,1101,10,109,0,13,37
112,Stephen Thompson,Anthony Pettis,0,1,0.43,0.58,0.44,0.58,0.0,0.0,0,0,0,0,0,0,0.4,0.24,0.45,0.58,0.59,0.91,0.0,0.0,0.0,1.0,KO/TKO,5 Rnd (5-5-5-5-5),Herb Dean,2019-03-23,"Nashville, Tennessee, USA",Welterweight Bout,Anthony Pettis,182.88,77.11,190.5,2,177.8,77.11,182.88,2,36,32,8,9,7,4,1,1,1164,116,63,94,106,15,79
113,Curtis Blaydes,Justin Willis,0,0,0.66,0.22,0.8,0.56,0.63,0.0,0,0,4,0,0,0,0.53,0.22,0.33,0.0,1.0,0.0,0.5,0.0,0.65,0.0,Decision - Unanimous,3 Rnd (5-5-5),Keith Peterson,2019-03-23,"Nashville, Tennessee, USA",Heavyweight Bout,Curtis Blaydes,193.04,120.2,203.2,2,185.42,119.75,198.12,4,28,31,4,5,0,3,3,0,253,924,95,94,4,13,238
115,Jussier Formiga,Deiveson Figueiredo,0,0,0.5,0.28,0.65,0.51,0.6,0.0,0,0,7,0,0,0,0.44,0.17,0.83,0.64,1.0,0.33,1.0,1.0,0.64,1.0,Decision - Unanimous,3 Rnd (5-5-5),Keith Peterson,2019-03-23,"Nashville, Tennessee, USA",Flyweight Bout,Jussier Formiga,165.1,56.7,170.18,2,165.1,56.7,172.72,2,33,31,3,8,0,4,3,0,668,429,95,94,3,13,637
116,Luis Pena,Steven Peterson,0,0,0.46,0.4,0.52,0.52,0.33,0.5,0,1,1,2,2,0,0.42,0.24,0.9,0.75,0.0,1.0,0.5,0.7,0.8,0.0,Decision - Unanimous,3 Rnd (5-5-5),Herb Dean,2019-03-23,"Nashville, Tennessee, USA",Featherweight Bout,Luis Pena,190.5,70.31,190.5,4,177.8,65.77,177.8,2,25,28,1,1,1,1,3,0,773,1564,63,94,2,13,738
117,Maycee Barber,JJ Aldrich,0,0,0.5,0.29,0.51,0.32,0.0,0.0,0,0,0,0,0,0,0.41,0.28,0.75,0.5,0.79,1.0,0.7,0.56,0.0,0.5,KO/TKO,3 Rnd (5-5-5),Keith Peterson,2019-03-23,"Nashville, Tennessee, USA",Women's Flyweight Bout,Maycee Barber,165.1,56.7,165.1,3,165.1,56.7,170.18,4,20,26,3,1,1,0,1,0,864,676,95,94,109,13,827
118,Bryce Mitchell,Bobby Moffett,0,0,0.38,0.21,0.5,0.4,0.0,0.62,2,2,1,4,1,1,0.24,0.14,0.64,0.5,0.75,1.0,0.33,1.0,0.0,0.0,Decision - Unanimous,3 Rnd (5-5-5),Ricky Parker,2019-03-23,"Nashville, Tennessee, USA",Featherweight Bout,Bryce Mitchell,175.26,65.77,177.8,4,177.8,65.77,187.96,2,24,28,1,1,0,0,3,0,162,175,155,94,2,13,150
119,Marlon Vera,Frankie Saenz,1,0,0.75,0.4,0.76,0.4,0.0,0.0,0,0,0,0,0,0,0.78,0.2,0.0,0.33,0.83,1.0,0.0,0.0,1.0,0.0,KO/TKO,3 Rnd (5-5-5),Jimmy Neely,2019-03-23,"Nashville, Tennessee, USA",Bantamweight Bout,Marlon Vera,172.72,61.23,177.8,3,167.64,61.23,167.64,2,26,38,5,6,3,4,1,0,834,567,78,94,0,13,795
